Az (Rot),El (Rot),Time
259.1099854,80.70999908,11:26:18
258.4500122,80.76000214,11:26:19
258.1199951,80.77999878,11:26:20
257.4599915,80.81999969,11:26:21
256.7999878,80.86000061,11:26:22
256.4599915,80.87999725,11:26:23
255.8000031,80.91999817,11:26:24
255.4600067,80.94000244,11:26:25
254.7700043,80.98000336,11:26:26
254.0700073,81.01999664,11:26:27
253.7299957,81.02999878,11:26:28
253.0299988,81.06999969,11:26:29
252.6900024,81.08000183,11:26:30
251.9900055,81.12000275,11:26:31
251.2700043,81.15000153,11:26:32
250.9199982,81.16000366,11:26:33
250.2100067,81.19999695,11:26:34
249.8500061,81.20999908,11:26:35
249.1199951,81.23999786,11:26:36
248.3899994,81.26999664,11:26:37
248.0299988,81.27999878,11:26:38
247.3000031,81.30000305,11:26:39
246.9299927,81.30999756,11:26:40
246.1900024,81.33999634,11:26:41
245.4400024,81.36000061,11:26:42
245.0700073,81.37000275,11:26:43
244.3200073,81.38999939,11:26:44
243.9600067,81.40000153,11:26:45
243.2700043,81.43000031,11:26:46
242.6199951,81.44999695,11:26:47
242.3000031,81.47000122,11:26:48
241.6799927,81.5,11:26:49
241.3899994,81.51000214,11:26:50
240.8000031,81.54000092,11:26:51
240.25,81.58000183,11:26:52
239.9900055,81.59999847,11:26:53
239.4700012,81.63999939,11:26:54
239.2100067,81.65000153,11:26:55
238.7100067,81.69000244,11:26:56
238.2200012,81.73000336,11:26:57
237.9900055,81.75,11:26:58
237.5200043,81.80000305,11:26:59
237.2899933,81.81999969,11:27:00
236.8300018,81.86000061,11:27:01
236.3800049,81.91000366,11:27:02
236.1499939,81.93000031,11:27:03
235.7200012,81.98000336,11:27:04
235.5,82.01000214,11:27:05
235.0599976,82.05000305,11:27:06
234.6300049,82.09999847,11:27:07
234.4199982,82.12000275,11:27:08
234,82.16999817,11:27:09
233.7799988,82.19999695,11:27:10
233.3600006,82.25,11:27:11
232.9400024,82.30000305,11:27:12
232.7200012,82.31999969,11:27:13
232.3000031,82.37000275,11:27:14
232.0899963,82.40000153,11:27:15
231.6699982,82.44999695,11:27:16
231.25,82.5,11:27:17
231.0399933,82.51999664,11:27:18
230.6000061,82.56999969,11:27:19
230.3800049,82.59999847,11:27:20
229.9499969,82.65000153,11:27:21
229.5200043,82.69999695,11:27:22
229.3000031,82.73000336,11:27:23
228.8699951,82.77999878,11:27:24
228.6399994,82.80000305,11:27:25
228.2100067,82.84999847,11:27:26
227.7599945,82.90000153,11:27:27
227.5299988,82.93000031,11:27:28
227.0800018,82.98000336,11:27:29
226.8500061,83,11:27:30
226.3899994,83.05000305,11:27:31
225.9299927,83.09999847,11:27:32
225.6900024,83.12999725,11:27:33
225.2100067,83.16999817,11:27:34
224.9700012,83.19999695,11:27:35
224.4900055,83.25,11:27:36
224.0099945,83.30000305,11:27:37
223.7599945,83.31999969,11:27:38
223.2599945,83.37000275,11:27:39
223.0099945,83.38999939,11:27:40
222.5,83.44000244,11:27:41
221.9900055,83.48999786,11:27:42
221.7299957,83.51000214,11:27:43
221.2100067,83.55000305,11:27:44
220.9400024,83.58000183,11:27:45
220.4100037,83.62000275,11:27:46
219.8800049,83.66999817,11:27:47
219.6000061,83.69000244,11:27:48
219.0500031,83.73000336,11:27:49
218.7700043,83.76000214,11:27:50
218.2100067,83.80000305,11:27:51
217.6499939,83.83999634,11:27:52
217.3600006,83.86000061,11:27:53
216.7799988,83.91000366,11:27:54
216.4799957,83.93000031,11:27:55
215.3000031,84.01000214,11:27:56
214.9900055,84.02999878,11:27:57
214.3899994,84.06999969,11:27:58
214.0700073,84.08999634,11:27:59
213.4600067,84.12999725,11:28:01
212.8300018,84.16999817,11:28:02
212.5,84.19000244,11:28:03
211.8600006,84.22000122,11:28:04
211.5299988,84.23999786,11:28:05
210.8899994,84.27999878,11:28:06
210.2299957,84.30999756,11:28:07
209.8899994,84.33000183,11:28:08
209.2200012,84.37000275,11:28:09
208.8699951,84.37999725,11:28:10
208.1900024,84.41999817,11:28:11
207.5,84.44999695,11:28:12
207.1499939,84.47000122,11:28:13
206.4499969,84.5,11:28:14
206.0899963,84.51000214,11:28:15
205.3699951,84.54000092,11:28:16
204.6499939,84.56999969,11:28:17
204.2799988,84.58999634,11:28:18
203.5399933,84.62000275,11:28:19
203.1699982,84.62999725,11:28:20
202.4299927,84.66000366,11:28:21
201.6900024,84.68000031,11:28:22
201.3000031,84.69999695,11:28:23
200.5399933,84.72000122,11:28:24
200.1399994,84.73999786,11:28:25
199.3800049,84.76000214,11:28:26
198.6100006,84.77999878,11:28:27
198.2100067,84.79000092,11:28:28
197.4199982,84.80999756,11:28:29
197.0099945,84.83000183,11:28:30
196.2100067,84.84999847,11:28:31
195.4100037,84.86000061,11:28:32
194.9900055,84.87000275,11:28:33
194.1900024,84.88999939,11:28:34
193.7799988,84.90000153,11:28:35
192.9600067,84.91999817,11:28:36
192.1399994,84.93000031,11:28:37
191.7100067,84.94000244,11:28:38
190.8800049,84.94999695,11:28:39
190.4499969,84.95999908,11:28:40
189.6199951,84.97000122,11:28:41
188.7899933,84.98000336,11:28:42
188.3500061,84.98999786,11:28:43
187.5,85,11:28:44
187.0700073,85,11:28:45
186.2100067,85.01000214,11:28:46
185.3699951,85.01999664,11:28:47
184.9299927,85.01999664,11:28:48
184.0800018,85.02999878,11:28:49
183.6300049,85.02999878,11:28:50
182.7700043,85.02999878,11:28:51
181.9100037,85.04000092,11:28:52
181.4600067,85.04000092,11:28:53
180.5899963,85.04000092,11:28:54
180.1600037,85.04000092,11:28:55
179.3200073,85.04000092,11:28:56
178.4600067,85.04000092,11:28:57
178.0200043,85.04000092,11:28:58
177.1600037,85.02999878,11:28:59
176.7100067,85.02999878,11:29:00
175.8500061,85.01999664,11:29:01
175.0099945,85.01999664,11:29:02
174.5800018,85.01999664,11:29:03
173.7299957,85.01000214,11:29:04
173.2899933,85,11:29:05
172.4400024,84.98999786,11:29:06
171.6000061,84.98000336,11:29:07
171.1699982,84.98000336,11:29:08
170.3399963,84.97000122,11:29:09
169.9199982,84.95999908,11:29:10
169.0800018,84.94999695,11:29:11
168.25,84.93000031,11:29:12
167.8300018,84.91999817,11:29:13
167.0099945,84.91000366,11:29:14
166.5899963,84.90000153,11:29:15
165.7899933,84.87999725,11:29:16
164.9900055,84.86000061,11:29:17
164.5800018,84.84999847,11:29:18
163.7799988,84.83000183,11:29:19
163.3699951,84.81999969,11:29:20
162.5800018,84.80000305,11:29:21
161.8099976,84.77999878,11:29:22
161.4199982,84.76999664,11:29:23
160.6399994,84.73999786,11:29:24
160.25,84.73000336,11:29:25
159.4799957,84.69999695,11:29:26
158.7299957,84.68000031,11:29:27
158.3399963,84.66000366,11:29:28
157.6100006,84.63999939,11:29:29
157.2400055,84.62000275,11:29:30
156.5,84.58999634,11:29:31
155.7799988,84.56999969,11:29:32
155.4100037,84.55000305,11:29:33
154.6900024,84.51999664,11:29:34
154.3200073,84.5,11:29:35
153.6199951,84.47000122,11:29:36
152.9400024,84.44000244,11:29:37
152.5899963,84.41999817,11:29:38
151.9100037,84.38999939,11:29:39
151.5599976,84.37000275,11:29:40
150.8699951,84.33999634,11:29:41
150.2100067,84.30000305,11:29:42
149.8699951,84.29000092,11:29:43
149.2299957,84.25,11:29:44
148.8999939,84.23000336,11:29:45
148.2599945,84.19999695,11:29:46
147.6199951,84.16000366,11:29:47
147.2799988,84.13999939,11:29:48
146.6799927,84.09999847,11:29:49
146.3600006,84.08000183,11:29:50
145.7700043,84.04000092,11:29:51
145.2200012,84,11:29:52
144.9600067,83.98999786,11:29:53
144.4900055,83.95999908,11:29:54
144.2700043,83.94000244,11:29:55
143.8600006,83.91000366,11:29:56
143.5099945,83.88999939,11:29:57
143.3399963,83.87999725,11:29:58
143.0399933,83.86000061,11:29:59
142.8999939,83.84999847,11:30:00
142.6499939,83.83000183,11:30:01
142.4199982,83.80999756,11:30:02
142.3099976,83.80000305,11:30:03
142.1199951,83.79000092,11:30:04
142.0399933,83.77999878,11:30:05
141.8699951,83.76999664,11:30:06
141.7200012,83.76000214,11:30:07
141.6499939,83.76000214,11:30:08
141.5299988,83.75,11:30:09
141.4700012,83.73999786,11:30:10
141.3600006,83.73999786,11:30:11
141.2700043,83.73000336,11:30:12
141.2299957,83.73000336,11:30:13
141.1499939,83.72000122,11:30:14
141.1100006,83.72000122,11:30:15
141.0500031,83.72000122,11:30:16
140.9900055,83.70999908,11:30:17
140.9700012,83.70999908,11:30:18
140.9199982,83.70999908,11:30:19
140.9100037,83.70999908,11:30:20
140.8699951,83.70999908,11:30:21
140.8500061,83.70999908,11:30:22
140.8399963,83.70999908,11:30:23
140.8200073,83.69999695,11:30:24
140.8099976,83.69999695,11:30:25
140.8000031,83.69999695,11:30:26
140.7899933,83.69999695,11:30:27
140.7899933,83.69999695,11:30:28
140.7799988,83.69999695,11:30:29
140.7799988,83.69999695,11:30:30
140.7799988,83.70999908,11:30:31
140.7799988,83.70999908,11:30:32
140.7899933,83.70999908,11:30:33
140.8000031,83.70999908,11:30:34
140.8099976,83.70999908,11:30:35
140.8200073,83.70999908,11:30:36
140.8300018,83.70999908,11:30:37
140.8399963,83.70999908,11:30:39
140.8500061,83.70999908,11:30:40
140.8699951,83.72000122,11:30:41
140.8899994,83.72000122,11:30:42
140.8999939,83.72000122,11:30:43
140.9199982,83.72000122,11:30:44
140.9299927,83.72000122,11:30:45
140.9600067,83.72000122,11:30:46
140.9799957,83.73000336,11:30:47
140.9900055,83.73000336,11:30:48
141.0200043,83.73000336,11:30:49
141.0299988,83.73000336,11:30:50
141.0500031,83.73000336,11:30:51
141.0800018,83.73000336,11:30:52
141.0899963,83.73999786,11:30:53
141.1199951,83.73999786,11:30:54
141.1399994,83.73999786,11:30:55
141.1600037,83.73999786,11:30:56
141.1900024,83.73999786,11:30:57
141.2100067,83.75,11:30:58
141.2299957,83.75,11:30:59
141.25,83.75,11:31:00
141.2799988,83.75,11:31:01
141.3099976,83.76000214,11:31:02
141.3200073,83.76000214,11:31:03
141.3500061,83.76000214,11:31:04
141.3699951,83.76000214,11:31:05
141.3999939,83.76000214,11:31:06
141.4299927,83.76999664,11:31:07
141.4400024,83.76999664,11:31:08
141.4700012,83.76999664,11:31:09
141.4900055,83.76999664,11:31:10
141.5200043,83.76999664,11:31:11
141.5500031,83.77999878,11:31:12
141.5700073,83.77999878,11:31:13
141.6000061,83.77999878,11:31:14
141.6199951,83.77999878,11:31:15
141.6499939,83.77999878,11:31:16
141.6799927,83.79000092,11:31:17
141.6999969,83.79000092,11:31:18
141.7200012,83.79000092,11:31:19
141.7400055,83.79000092,11:31:20
141.7700043,83.80000305,11:31:21
141.8000031,83.80000305,11:31:22
141.8200073,83.80000305,11:31:23
141.8500061,83.80000305,11:31:24
141.8600006,83.80000305,11:31:25
141.8899994,83.80999756,11:31:26
141.9199982,83.80999756,11:31:27
141.9400024,83.80999756,11:31:28
141.9700012,83.80999756,11:31:29
141.9900055,83.80999756,11:31:30
142.0200043,83.81999969,11:31:31
142.0500031,83.81999969,11:31:32
142.0700073,83.81999969,11:31:33
142.1000061,83.81999969,11:31:34
142.1199951,83.81999969,11:31:35
142.1499939,83.83000183,11:31:36
142.1799927,83.83000183,11:31:37
142.1999969,83.83000183,11:31:38
142.2299957,83.83000183,11:31:39
142.25,83.83000183,11:31:40
142.2799988,83.83999634,11:31:41
142.3099976,83.83999634,11:31:42
142.3300018,83.83999634,11:31:43
142.3600006,83.83999634,11:31:44
142.3800049,83.83999634,11:31:45
142.4100037,83.84999847,11:31:46
142.4400024,83.84999847,11:31:47
142.4600067,83.84999847,11:31:48
142.5,83.84999847,11:31:49
142.5099945,83.86000061,11:31:50
142.5500031,83.86000061,11:31:51
142.5800018,83.86000061,11:31:52
142.6000061,83.86000061,11:31:53
142.6300049,83.86000061,11:31:54
142.6499939,83.87000275,11:31:55
142.6900024,83.87000275,11:31:56
142.7200012,83.87000275,11:31:57
142.7400055,83.87000275,11:31:58
142.7799988,83.87999725,11:31:59
142.7899933,83.87999725,11:32:00
142.8300018,83.87999725,11:32:01
142.8699951,83.87999725,11:32:02
142.8899994,83.87999725,11:32:03
142.9199982,83.88999939,11:32:04
142.9400024,83.88999939,11:32:05
142.9700012,83.88999939,11:32:06
143.0099945,83.88999939,11:32:07
143.0299988,83.88999939,11:32:08
143.0599976,83.90000153,11:32:09
143.0800018,83.90000153,11:32:10
142.8699951,83.88999939,11:32:11
142.3699951,83.84999847,11:32:12
142.1000061,83.83000183,11:32:13
141.5700073,83.77999878,11:32:14
141.3099976,83.76000214,11:32:15
140.75,83.70999908,11:32:16
140.2200012,83.66999817,11:32:17
139.9499969,83.63999939,11:32:18
139.4400024,83.58999634,11:32:19
139.1999969,83.56999969,11:32:20
138.6799927,83.51999664,11:32:21
138.1699982,83.48000336,11:32:22
137.9100037,83.44999695,11:32:23
137.4100037,83.40000153,11:32:24
137.1699982,83.37999725,11:32:25
136.6799927,83.33000183,11:32:26
136.2100067,83.27999878,11:32:27
135.9600067,83.26000214,11:32:28
135.4900055,83.20999908,11:32:29
135.2599945,83.18000031,11:32:30
134.7799988,83.12999725,11:32:31
134.3300018,83.08000183,11:32:32
134.1000061,83.05000305,11:32:33
133.6600037,83,11:32:34
133.4499969,82.98000336,11:32:35
133,82.91999817,11:32:36
132.5599976,82.87000275,11:32:37
132.3399963,82.83999634,11:32:38
131.9199982,82.79000092,11:32:39
131.7100067,82.76999664,11:32:40
131.2899933,82.70999908,11:32:41
130.8800049,82.66000366,11:32:42
130.6900024,82.62999725,11:32:43
130.2899933,82.58000183,11:32:44
130.0899963,82.55000305,11:32:45
129.6900024,82.5,11:32:46
129.3099976,82.44999695,11:32:47
129.1100006,82.41999817,11:32:48
128.7299957,82.36000061,11:32:49
128.5299988,82.33000183,11:32:50
128.1600037,82.27999878,11:32:51
127.7799988,82.22000122,11:32:52
127.6100006,82.19999695,11:32:53
127.25,82.13999939,11:32:54
127.0699997,82.11000061,11:32:55
126.7099991,82.05000305,11:32:56
126.3600006,82,11:32:57
126.1900024,81.97000122,11:32:58
125.8499985,81.91000366,11:32:59
125.6800003,81.87999725,11:33:00
125.3799973,81.83000183,11:33:01
125.0999985,81.77999878,11:33:02
124.9800034,81.76000214,11:33:03
124.75,81.72000122,11:33:04
124.6500015,81.70999908,11:33:05
124.4499969,81.66999817,11:33:06
124.2900009,81.63999939,11:33:07
124.2099991,81.62999725,11:33:08
124,81.58999634,11:33:09
123.8700027,81.56999969,11:33:10
123.7600021,81.55000305,11:33:11
123.7099991,81.54000092,11:33:12
123.6200027,81.51999664,11:33:14
123.5800018,81.51000214,11:33:15
123.5,81.5,11:33:16
123.4300003,81.48000336,11:33:17
123.4000015,81.48000336,11:33:18
123.3399963,81.47000122,11:33:19
123.3099976,81.45999908,11:33:20
123.2699966,81.44999695,11:33:21
123.2200012,81.44999695,11:33:22
123.1999969,81.44000244,11:33:23
123.1699982,81.44000244,11:33:24
123.1500015,81.43000031,11:33:25
123.1299973,81.43000031,11:33:26
123.0999985,81.41999817,11:33:27
123.0899963,81.41999817,11:33:28
123.0800018,81.41999817,11:33:29
123.0699997,81.41999817,11:33:30
123.0599976,81.41000366,11:33:31
123.0500031,81.41000366,11:33:32
123.0400009,81.41000366,11:33:33
123.0299988,81.41000366,11:33:34
123.0299988,81.41000366,11:33:35
123.0299988,81.41000366,11:33:36
123.0299988,81.41000366,11:33:37
123.0299988,81.41000366,11:33:38
123.0199966,81.41000366,11:33:39
123.0199966,81.41000366,11:33:40
123.0299988,81.41000366,11:33:41
123.0299988,81.41000366,11:33:42
123.0299988,81.41000366,11:33:43
123.0400009,81.41000366,11:33:44
123.0400009,81.41000366,11:33:45
123.0500031,81.41999817,11:33:46
123.0599976,81.41999817,11:33:47
123.0599976,81.41999817,11:33:48
123.0699997,81.41999817,11:33:49
123.0800018,81.41999817,11:33:50
123.0899963,81.41999817,11:33:51
123.0999985,81.43000031,11:33:52
123.1100006,81.43000031,11:33:53
123.1200027,81.43000031,11:33:54
123.1200027,81.43000031,11:33:55
123.1399994,81.44000244,11:33:56
123.1500015,81.44000244,11:33:57
123.1600037,81.44000244,11:33:58
123.1699982,81.44000244,11:33:59
123.1800003,81.44000244,11:34:00
123.1900024,81.44999695,11:34:01
123.1999969,81.44999695,11:34:02
123.2099991,81.44999695,11:34:03
123.2300034,81.44999695,11:34:04
123.2300034,81.45999908,11:34:05
123.25,81.45999908,11:34:06
123.2600021,81.45999908,11:34:07
123.2699966,81.45999908,11:34:08
123.2900009,81.47000122,11:34:09
123.2900009,81.47000122,11:34:10
123.3099976,81.47000122,11:34:11
123.3300018,81.48000336,11:34:12
123.3399963,81.48000336,11:34:13
123.3499985,81.48000336,11:34:14
123.3600006,81.48000336,11:34:15
123.3799973,81.48999786,11:34:16
123.3899994,81.48999786,11:34:17
123.4000015,81.48999786,11:34:18
123.4100037,81.5,11:34:19
123.4300003,81.5,11:34:20
123.4400024,81.5,11:34:21
123.4599991,81.5,11:34:22
123.4700012,81.51000214,11:34:23
123.4800034,81.51000214,11:34:24
123.4899979,81.51000214,11:34:25
123.5100021,81.51000214,11:34:26
123.5299988,81.51999664,11:34:27
123.5400009,81.51999664,11:34:28
123.5500031,81.51999664,11:34:29
123.5599976,81.51999664,11:34:30
123.5800018,81.52999878,11:34:31
123.5999985,81.52999878,11:34:32
123.6100006,81.52999878,11:34:33
123.6200027,81.54000092,11:34:34
123.6299973,81.54000092,11:34:35
123.6500015,81.54000092,11:34:36
123.6699982,81.55000305,11:34:37
123.6800003,81.55000305,11:34:38
123.6999969,81.55000305,11:34:39
123.7099991,81.55000305,11:34:40
123.7300034,81.55999756,11:34:41
123.75,81.55999756,11:34:42
123.75,81.55999756,11:34:43
123.7699966,81.55999756,11:34:44
123.7799988,81.56999969,11:34:45
123.8000031,81.56999969,11:34:46
123.8199997,81.56999969,11:34:47
123.8300018,81.58000183,11:34:48
123.8499985,81.58000183,11:34:49
123.8600006,81.58000183,11:34:50
123.8799973,81.58000183,11:34:51
123.9000015,81.58999634,11:34:52
123.9100037,81.58999634,11:34:53
123.9300003,81.58999634,11:34:54
123.9400024,81.58999634,11:34:55
123.9599991,81.59999847,11:34:56
123.9800034,81.59999847,11:34:57
123.9899979,81.59999847,11:34:58
124.0100021,81.61000061,11:34:59
124.0199966,81.61000061,11:35:00
124.0400009,81.61000061,11:35:01
124.0599976,81.62000275,11:35:02
124.0699997,81.62000275,11:35:03
124.0899963,81.62000275,11:35:04
124.0999985,81.62000275,11:35:05
124.1200027,81.62999725,11:35:06
124.1399994,81.62999725,11:35:07
124.1500015,81.62999725,11:35:08
124.1699982,81.62999725,11:35:09
124.1800003,81.63999939,11:35:10
124.1999969,81.63999939,11:35:11
124.2200012,81.63999939,11:35:12
124.2300034,81.65000153,11:35:13
124.25,81.65000153,11:35:14
124.2600021,81.65000153,11:35:15
124.2799988,81.65000153,11:35:16
124.3000031,81.66000366,11:35:17
124.3099976,81.66000366,11:35:18
124.3300018,81.66000366,11:35:19
124.3499985,81.66999817,11:35:20
124.3700027,81.66999817,11:35:21
124.3899994,81.66999817,11:35:22
124.4000015,81.66999817,11:35:23
124.4199982,81.68000031,11:35:24
124.4300003,81.68000031,11:35:25
124.4499969,81.68000031,11:35:26
124.4700012,81.69000244,11:35:27
124.4800034,81.69000244,11:35:28
124.5,81.69000244,11:35:29
124.5100021,81.69000244,11:35:30
124.5299988,81.69999695,11:35:31
124.5500031,81.69999695,11:35:32
124.5599976,81.69999695,11:35:33
124.5699997,81.70999908,11:35:34
124.5800018,81.70999908,11:35:35
124.6100006,81.70999908,11:35:36
124.6299973,81.70999908,11:35:37
124.6399994,81.72000122,11:35:38
124.6500015,81.72000122,11:35:39
124.6600037,81.72000122,11:35:40
124.6800003,81.72000122,11:35:41
124.6900024,81.73000336,11:35:42
124.6999969,81.73000336,11:35:43
124.7099991,81.73000336,11:35:44
124.7300034,81.73000336,11:35:45
124.75,81.73000336,11:35:47
124.7699966,81.73999786,11:35:48
124.7900009,81.73999786,11:35:49
124.8000031,81.73999786,11:35:50
124.8199997,81.75,11:35:51
124.8499985,81.75,11:35:52
124.8600006,81.75,11:35:53
124.8799973,81.76000214,11:35:54
124.8899994,81.76000214,11:35:55
124.9100037,81.76000214,11:35:56
124.9400024,81.76999664,11:35:57
124.9400024,81.76999664,11:35:58
125.0100021,81.76999664,11:35:59
125.0999985,81.76999664,11:36:00
125.2399979,81.76000214,11:36:01
125.4000015,81.75,11:36:02
125.5,81.73999786,11:36:03
125.6999969,81.72000122,11:36:04
125.8099976,81.70999908,11:36:05
126,81.69000244,11:36:06
126.1800003,81.66999817,11:36:07
126.2600021,81.66999817,11:36:08
126.4300003,81.65000153,11:36:09
126.5,81.65000153,11:36:10
126.6399994,81.63999939,11:36:11
126.7699966,81.62999725,11:36:12
126.8300018,81.62000275,11:36:13
126.9400024,81.61000061,11:36:14
126.9899979,81.61000061,11:36:15
127.0899963,81.59999847,11:36:16
127.1900024,81.59999847,11:36:17
127.2300034,81.58999634,11:36:18
127.3099976,81.58999634,11:36:19
127.3499985,81.58999634,11:36:20
127.4300003,81.58000183,11:36:21
127.5,81.58000183,11:36:22
127.5299988,81.58000183,11:36:23
127.5999985,81.58000183,11:36:24
127.6200027,81.58000183,11:36:25
127.6800003,81.56999969,11:36:26
127.7399979,81.56999969,11:36:27
127.7699966,81.56999969,11:36:28
127.8199997,81.56999969,11:36:29
127.8399963,81.56999969,11:36:30
127.8899994,81.56999969,11:36:31
127.9400024,81.56999969,11:36:32
127.9599991,81.56999969,11:36:33
128,81.56999969,11:36:34
128.0200043,81.58000183,11:36:35
128.0599976,81.58000183,11:36:36
128.0899963,81.58000183,11:36:37
128.1100006,81.58000183,11:36:38
128.1399994,81.58000183,11:36:39
128.1600037,81.58000183,11:36:40
128.1900024,81.58000183,11:36:41
128.2299957,81.58000183,11:36:42
128.2400055,81.58000183,11:36:43
128.2799988,81.58999634,11:36:44
128.2899933,81.58999634,11:36:45
128.3200073,81.58999634,11:36:46
128.3399963,81.58999634,11:36:47
128.3600006,81.58999634,11:36:48
128.3800049,81.59999847,11:36:49
128.3899994,81.59999847,11:36:50
128.4199982,81.59999847,11:36:51
128.4499969,81.59999847,11:36:52
128.4700012,81.59999847,11:36:53
128.5,81.61000061,11:36:54
128.5099945,81.61000061,11:36:55
128.5299988,81.61000061,11:36:56
128.5500031,81.61000061,11:36:57
128.5599976,81.61000061,11:36:58
128.5899963,81.62000275,11:36:59
128.6000061,81.62000275,11:37:00
128.6199951,81.62000275,11:37:01
128.6399994,81.62999725,11:37:02
128.6600037,81.62999725,11:37:03
128.6999969,81.62999725,11:37:04
128.7100067,81.62999725,11:37:05
128.7400055,81.62999725,11:37:06
128.7599945,81.62999725,11:37:07
128.7799988,81.63999939,11:37:08
128.8000031,81.63999939,11:37:09
128.8099976,81.63999939,11:37:10
128.8300018,81.65000153,11:37:11
128.8500061,81.65000153,11:37:12
128.8600006,81.65000153,11:37:13
128.8800049,81.65000153,11:37:14
128.8899994,81.65000153,11:37:15
128.9199982,81.66000366,11:37:16
128.9400024,81.66000366,11:37:17
128.9499969,81.66000366,11:37:18
128.9700012,81.66999817,11:37:19
128.9799957,81.66999817,11:37:20
129,81.66999817,11:37:21
129.0200043,81.68000031,11:37:22
129.0299988,81.68000031,11:37:23
129.0500031,81.68000031,11:37:24
129.0599976,81.68000031,11:37:25
129.0800018,81.69000244,11:37:26
129.1000061,81.69000244,11:37:27
129.1100006,81.69000244,11:37:28
129.1399994,81.69999695,11:37:29
129.1600037,81.69999695,11:37:30
129.1799927,81.69999695,11:37:31
129.1999969,81.70999908,11:37:32
129.2100067,81.70999908,11:37:33
129.2200012,81.70999908,11:37:34
129.2299957,81.70999908,11:37:35
129.25,81.72000122,11:37:36
129.2700043,81.72000122,11:37:37
129.4100037,81.73000336,11:37:38
129.8600006,81.77999878,11:37:39
130.0399933,81.80000305,11:37:40
130.3899994,81.86000061,11:37:41
130.75,81.91999817,11:37:42
130.9299927,81.94999695,11:37:43
131.3000031,82,11:37:44
131.4799957,82.02999878,11:37:45
131.8600006,82.08999634,11:37:46
132.2599945,82.13999939,11:37:47
132.4499969,82.16999817,11:37:48
132.9400024,82.23999786,11:37:49
133.1399994,82.26999664,11:37:50
133.5200043,82.31999969,11:37:51
133.9299927,82.37000275,11:37:52
134.1300049,82.38999939,11:37:53
134.5500031,82.44999695,11:37:54
134.75,82.47000122,11:37:55
135.1799927,82.51999664,11:37:56
135.6100006,82.58000183,11:37:57
135.8300018,82.59999847,11:37:58
136.2700043,82.65000153,11:37:59
136.4900055,82.68000031,11:38:00
136.9199982,82.72000122,11:38:01
137.3699951,82.76999664,11:38:02
137.6100006,82.80000305,11:38:03
138.0800018,82.83999634,11:38:04
138.3200073,82.87000275,11:38:05
138.7899933,82.91999817,11:38:06
139.2700043,82.95999908,11:38:07
139.5099945,82.98999786,11:38:08
139.9900055,83.02999878,11:38:09
140.2400055,83.05000305,11:38:10
140.7400055,83.09999847,11:38:11
141.25,83.15000153,11:38:12
141.5,83.16999817,11:38:13
142.0099945,83.20999908,11:38:14
142.2700043,83.23000336,11:38:15
142.7799988,83.26999664,11:38:16
143.3099976,83.31999969,11:38:17
143.5800018,83.33999634,11:38:18
144.0500031,83.37999725,11:38:19
144.3200073,83.40000153,11:38:20
144.8600006,83.44000244,11:38:21
145.3999939,83.48000336,11:38:22
145.6900024,83.5,11:38:23
146.25,83.54000092,11:38:24
146.5399933,83.55999756,11:38:25
147.7100067,83.62999725,11:38:26
147.9900055,83.65000153,11:38:27
148.5899963,83.69000244,11:38:28
148.8699951,83.70999908,11:38:30
149.4700012,83.73999786,11:38:31
150.1000061,83.77999878,11:38:32
150.4199982,83.80000305,11:38:33
151,83.83000183,11:38:34
151.2899933,83.84999847,11:38:35
151.8099976,83.87000275,11:38:36
152.3000031,83.90000153,11:38:37
152.5299988,83.91000366,11:38:38
152.9799957,83.93000031,11:38:39
153.1900024,83.94000244,11:38:40
153.5800018,83.95999908,11:38:41
153.9400024,83.98000336,11:38:42
154.1100006,83.98999786,11:38:43
154.4400024,84,11:38:44
154.5800018,84.01000214,11:38:45
154.8500061,84.01999664,11:38:46
155.1100006,84.02999878,11:38:47
